Time,LSM_IMU_mx,LSM_IMU_my,LSM_IMU_mz,LSM_IMU_gx,LSM_IMU_gy,LSM_IMU_gz,LSM_IMU_ax,LSM_IMU_ay,LSM_IMU_az,gps_lat,gps_long,gps_alt,STE_ALT,STE_VEL,STE_ACC,STE_APO,KX_IMU_ax,KX_IMU_ay,KX_IMU_az,TEMP,barometer_alt,sign,FSM_state,RSSI,Voltage,frequency,flap_extension
2022-5-7--11-27-27-600,-0.49,1.07,-0.43,0.58,1.35,-1.1,0.04,-0.05,1.03,41.49,-89.5,193936,0,0,0,0,0.1,0.08,1.07,22.44,205.74,NO SIGN,1,-66,7.75,434,0
2022-5-7--11-27-28-30,-0.48,1.05,-0.42,0.04,1.62,-1.04,0.05,-0.05,1.05,41.49,-89.5,193898,0,0,0,0,0.11,0.09,1.07,22.44,205.82,NO SIGN,1,-67,7.72,434,0
2022-5-7--11-27-28-460,-0.48,1.11,-0.46,0.38,1.01,-1.15,0.01,-0.06,1.04,41.49,-89.5,193884,0,0,0,0,0.11,0.09,1.06,22.44,206.09,NO SIGN,1,-64,7.74,434,0
2022-5-7--11-27-28-890,-0.48,1.06,-0.46,0.17,0.6,-1.1,0.03,-0.05,1.02,41.49,-89.5,193861,0,0,0,0,0.12,0.08,1.06,22.45,206.01,NO SIGN,1,-67,7.75,434,0
2022-5-7--11-27-29-319,-0.52,1.05,-0.46,0.62,1.78,-1.44,0.03,-0.05,1.04,41.49,-89.5,193884,0,0,0,0,0.11,0.08,1.07,22.45,205.92,NO SIGN,1,-68,7.73,434,0
2022-5-7--11-27-29-749,-0.48,1.05,-0.42,0.73,1.25,-1.15,0.03,-0.05,1.03,41.49,-89.5,193887,0,0,0,0,0.09,0.07,1.07,22.45,205.83,NO SIGN,1,-73,7.75,434,0
2022-5-7--11-27-30-178,-0.48,1.09,-0.45,0.54,0.59,-0.6,0.03,-0.04,1.03,41.49,-89.5,193919,0,0,0,0,0.09,0.09,1.07,22.45,205.57,NO SIGN,1,-68,7.74,434,0
2022-5-7--11-27-30-608,-0.51,1.06,-0.46,0.11,1.23,-0.9,0.03,-0.04,1.04,41.49,-89.5,193910,0,0,0,0,0.1,0.08,1.06,22.45,205.74,NO SIGN,1,-72,7.74,434,0
2022-5-7--11-27-31-38,-0.48,1.1,-0.46,0.02,1.42,-1.59,0.04,-0.07,1.03,41.49,-89.5,193900,0,0,0,0,0.13,0.08,1.07,22.46,205.58,NO SIGN,1,-78,7.76,434,0
2022-5-7--11-27-31-468,-0.52,1.06,-0.46,1.31,1.08,-1.25,0.03,-0.03,1.05,41.49,-89.5,193898,0,0,0,0,0.1,0.09,1.07,22.46,205.66,NO SIGN,1,-79,7.74,434,0
2022-5-7--11-27-31-897,-0.5,1.07,-0.46,-0.45,0.98,-0.69,0.03,-0.02,1.02,41.49,-89.5,193868,0,0,0,0,0.13,0.08,1.07,22.46,205.75,NO SIGN,1,-76,7.74,434,0
2022-5-7--11-27-32-328,-0.48,1.06,-0.42,0.73,1.21,-1.08,0.04,-0.07,1.02,41.49,-89.5,193861,0,0,0,0,0.13,0.08,1.07,22.46,205.75,NO SIGN,1,-79,7.74,434,0
2022-5-7--11-27-32-757,-0.48,1.05,-0.41,0.6,1.08,-1.85,0.02,-0.03,1.03,41.49,-89.5,193865,0,0,0,0,0.09,0.09,1.06,22.47,205.76,NO SIGN,1,-89,7.76,434,0
2022-5-7--11-27-33-187,-0.48,1.05,-0.41,-0.15,0.82,-1.14,0.04,-0.05,1.03,41.49,-89.5,193875,0,0,0,0,0.12,0.08,1.07,22.47,205.76,NO SIGN,1,-62,7.76,434,0
2022-5-7--11-27-33-616,-0.48,1.1,-0.46,0.35,1.33,-1.29,0.01,-0.08,1.03,41.49,-89.5,193901,0,0,0,0,0.12,0.07,1.07,22.47,205.85,NO SIGN,1,-62,7.76,434,0
2022-5-7--11-27-34-47,-0.48,1.05,-0.42,0.77,0.86,-1.48,0.03,-0.04,1.03,41.49,-89.5,193929,0,0,0,0,0.09,0.09,1.06,22.48,205.68,NO SIGN,1,-76,7.73,434,0
2022-5-7--11-27-34-476,-0.47,1.05,-0.42,-0.23,1.25,-1.63,0.03,-0.08,1.03,41.49,-89.5,193938,0,0,0,0,0.12,0.06,1.07,22.47,206.02,NO SIGN,1,-69,7.72,434,0
2022-5-7--11-27-34-906,-0.47,1.06,-0.45,0.95,0.94,-1.32,0.02,-0.08,1.04,41.49,-89.5,193967,0,0,0,0,0.09,0.08,1.07,22.48,206.03,NO SIGN,1,-57,7.74,434,0
2022-5-7--11-27-35-335,-0.48,1.05,-0.41,0.54,0.93,-1.3,0.02,-0.04,1.03,41.49,-89.5,193965,0,0,0,0,0.1,0.08,1.07,22.48,206.12,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-27-35-766,-0.48,1.1,-0.45,0.17,0.92,-1.25,0.04,-0.07,1.03,41.49,-89.5,193954,0,0,0,0,0.13,0.08,1.07,22.48,205.94,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-27-36-195,-0.52,1.05,-0.46,0.84,1.14,-1.6,0.03,-0.06,1.04,41.49,-89.5,193957,0,0,0,0,0.1,0.09,1.07,22.48,206.03,NO SIGN,1,-45,7.77,434,0
2022-5-7--11-27-36-625,-0.48,1.06,-0.43,-0.04,1.07,-1.08,0.03,-0.05,1.03,41.49,-89.5,193926,0,0,0,0,0.1,0.09,1.07,22.49,205.95,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-27-37-54,-0.48,1.05,-0.41,0.35,0.87,-1.18,0.04,-0.07,1.02,41.49,-89.5,193912,0,0,0,0,0.12,0.07,1.07,22.49,205.86,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-37-484,-0.52,1.06,-0.46,0.47,0.95,-1.88,0.04,-0.05,1.03,41.49,-89.5,193905,0,0,0,0,0.12,0.08,1.06,22.49,205.86,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-27-37-914,-0.5,1.09,-0.42,0.17,0.88,-1.11,0.03,-0.03,1.04,41.49,-89.5,193903,0,0,0,0,0.1,0.09,1.07,22.49,205.95,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-38-344,-0.48,1.06,-0.45,-0.1,0.37,-0.46,0.03,-0.07,1.05,41.49,-89.5,193900,0,0,0,0,0.12,0.08,1.06,22.5,205.69,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-27-38-773,-0.51,1.06,-0.45,0.52,1,-1.76,0.04,-0.06,1.04,41.49,-89.5,193882,0,0,0,0,0.11,0.08,1.07,22.5,205.87,NO SIGN,1,-46,7.74,434,0
2022-5-7--11-27-39-203,-0.48,1.1,-0.45,0.13,0.99,-1.09,0.03,-0.02,1.03,41.49,-89.5,193899,0,0,0,0,0.1,0.09,1.07,22.5,205.78,NO SIGN,1,-60,7.76,434,0
2022-5-7--11-27-39-633,-0.48,1.08,-0.44,-0.59,0.87,-1.88,0.04,-0.05,1.03,41.49,-89.5,193871,0,0,0,0,0.12,0.08,1.07,22.5,205.87,NO SIGN,1,-58,7.72,434,0
2022-5-7--11-27-40-62,-0.47,1.06,-0.42,0.61,1.07,-1.27,0.04,-0.06,1.03,41.49,-89.5,193877,0,0,0,0,0.12,0.09,1.06,22.5,205.95,NO SIGN,1,-57,7.72,434,0
2022-5-7--11-27-40-492,-0.48,1.11,-0.46,0.12,1.02,-0.45,0.03,-0.02,1.03,41.49,-89.5,193859,0,0,0,0,0.1,0.09,1.06,22.51,205.61,NO SIGN,1,-58,7.76,434,0
2022-5-7--11-27-40-922,-0.48,1.06,-0.46,-0.17,0.68,-1.27,0.03,-0.06,1.04,41.49,-89.5,193827,0,0,0,0,0.12,0.08,1.07,22.51,205.79,NO SIGN,1,-62,7.74,434,0
2022-5-7--11-27-41-352,-0.48,1.1,-0.46,0.63,1.49,-1.44,0.04,-0.06,1.03,41.49,-89.5,193837,0,0,0,0,0.11,0.08,1.07,22.51,205.7,NO SIGN,1,-48,7.76,434,0
2022-5-7--11-27-41-782,-0.47,1.1,-0.47,1.09,0.82,-2.05,0.03,-0.03,1.04,41.49,-89.5,193779,0,0,0,0,0.1,0.08,1.07,22.51,205.87,NO SIGN,1,-44,7.74,434,0
2022-5-7--11-27-42-211,-0.52,1.06,-0.45,0.25,1.01,-0.84,0.05,-0.02,1.04,41.49,-89.5,193768,0,0,0,0,0.12,0.08,1.07,22.52,205.88,NO SIGN,1,-46,7.74,434,0
2022-5-7--11-27-42-641,-0.48,1.05,-0.41,0.44,1.54,-0.96,0.02,-0.05,1.02,41.49,-89.5,193740,0,0,0,0,0.1,0.08,1.07,22.52,205.79,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-27-43-71,-0.49,1.06,-0.43,0.21,0.8,-1.16,0.04,-0.04,1.04,41.49,-89.5,193695,0,0,0,0,0.11,0.08,1.07,22.52,205.88,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-27-43-500,-0.48,1.06,-0.41,0.15,0.88,-0.51,0.03,-0.06,1.04,41.49,-89.5,193698,0,0,0,0,0.12,0.08,1.06,22.52,205.88,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-27-43-930,-0.48,1.06,-0.42,0.68,1.07,-0.66,0.04,-0.06,1.04,41.49,-89.5,193661,0,0,0,0,0.1,0.08,1.07,22.52,206.06,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-44-360,-0.48,1.05,-0.43,0.52,1.25,-1.77,0.02,-0.03,1.04,41.49,-89.5,193649,0,0,0,0,0.1,0.09,1.07,22.53,205.8,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-44-789,-0.48,1.06,-0.41,0.06,0.04,-0.68,0.04,-0.05,1.04,41.49,-89.5,193638,0,0,0,0,0.12,0.08,1.06,22.53,206.06,NO SIGN,1,-45,7.71,434,0
2022-5-7--11-27-45-219,-0.48,1.06,-0.42,0.65,1.1,-1.3,0.02,-0.05,1.02,41.49,-89.5,193675,0,0,0,0,0.11,0.08,1.07,22.53,206.06,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-27-45-649,-0.52,1.05,-0.45,0.45,0.88,-1.3,0.02,-0.03,1.04,41.49,-89.5,193689,0,0,0,0,0.1,0.09,1.07,22.53,205.89,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-27-46-79,-0.48,1.05,-0.42,0.84,0.92,-0.94,0.03,-0.06,1.04,41.49,-89.5,193672,0,0,0,0,0.12,0.08,1.07,22.54,205.89,NO SIGN,1,-44,7.43,434,0
2022-5-7--11-27-46-508,-0.48,1.09,-0.42,0.52,1.03,-1.49,0.02,-0.05,1.03,41.49,-89.5,193660,0,0,0,0,0.11,0.07,1.06,22.54,205.72,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-46-938,-0.52,1.06,-0.42,0.28,0.82,-1.67,0.02,-0.04,1.04,41.49,-89.5,193669,0,0,0,0,0.1,0.08,1.07,22.54,205.72,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-47-368,-0.47,1.06,-0.42,0.22,0.92,-1.65,0.03,-0.05,1.03,41.49,-89.5,193678,0,0,0,0,0.11,0.08,1.06,22.54,205.81,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-27-47-798,-0.49,1.07,-0.42,0.55,1.01,-1.47,0.03,-0.05,1.04,41.49,-89.5,193703,0,0,0,0,0.13,0.09,1.06,22.54,205.89,NO SIGN,1,-44,7.73,434,0
2022-5-7--11-27-48-227,-0.48,1.06,-0.42,-0.06,1.1,-1.82,0.02,-0.05,1.03,41.49,-89.5,193749,0,0,0,0,0.1,0.09,1.06,22.55,205.73,NO SIGN,1,-44,7.74,434,0
2022-5-7--11-27-48-657,-0.48,1.09,-0.47,0.11,0.92,-1.42,0.02,-0.05,1.03,41.49,-89.5,193791,0,0,0,0,0.11,0.08,1.06,22.55,205.9,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-49-87,-0.48,1.06,-0.42,0.36,0.53,-2.06,0.03,-0.05,1.02,41.49,-89.5,193835,0,0,0,0,0.11,0.09,1.07,22.55,205.73,NO SIGN,1,-46,7.74,434,0
2022-5-7--11-27-49-516,-0.47,1.06,-0.43,0.56,1,-1.45,0.04,-0.03,1.05,41.49,-89.5,193852,0,0,0,0,0.11,0.08,1.07,22.55,205.81,NO SIGN,1,-44,7.73,434,0
2022-5-7--11-27-49-948,-0.48,1.06,-0.44,0.36,1.03,-1.44,0.03,-0.05,1.03,41.49,-89.5,193850,0,0,0,0,0.11,0.08,1.07,22.56,206,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-50-376,-0.47,1.09,-0.44,0.41,1.22,-1.48,0.04,-0.06,1.04,41.49,-89.5,193869,0,0,0,0,0.12,0.07,1.06,22.56,206,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-27-50-806,-0.52,1.06,-0.45,0.18,1.23,-1.37,0.05,-0.01,1.05,41.49,-89.5,193889,0,0,0,0,0.11,0.08,1.07,22.56,205.91,NO SIGN,1,-44,7.74,434,0
2022-5-7--11-27-51-235,-0.48,1.06,-0.42,-0.22,0.83,-1.4,0.03,-0.04,1.03,41.49,-89.5,193890,0,0,0,0,0.1,0.09,1.07,22.56,205.73,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-27-51-665,-0.48,1.06,-0.42,0.23,1.4,-1.59,0.03,-0.05,1.02,41.49,-89.5,193876,0,0,0,0,0.12,0.08,1.07,22.57,205.57,NO SIGN,1,-44,7.73,434,0
2022-5-7--11-27-52-103,-0.48,1.11,-0.46,0.61,1,-1.59,0.05,-0.06,1.04,41.49,-89.5,193897,0,0,0,0,0.1,0.08,1.07,22.57,205.65,NO SIGN,1,-45,7.74,434,0
2022-5-7--11-27-52-525,-0.49,1.05,-0.42,1.1,1.01,-1,0.03,-0.04,1.03,41.49,-89.5,193896,0,0,0,0,0.11,0.09,1.07,22.57,205.74,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-27-52-955,-0.48,1.06,-0.41,0.07,1.01,-1.32,0.03,-0.06,1.03,41.49,-89.5,193895,0,0,0,0,0.11,0.09,1.06,22.57,205.92,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-53-384,-0.48,1.11,-0.45,0.31,1.22,-1.54,0.03,-0.05,1.03,41.49,-89.5,193921,0,0,0,0,0.12,0.07,1.06,22.58,205.66,NO SIGN,1,-44,7.73,434,0
2022-5-7--11-27-53-814,-0.48,1.06,-0.44,0.52,0.68,-1.63,0.05,-0.05,1.03,41.49,-89.5,193918,0,0,0,0,0.1,0.08,1.07,22.58,205.75,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-54-244,-0.51,1.06,-0.45,0.34,1.19,-1.29,0.03,-0.06,1.03,41.49,-89.5,193948,0,0,0,0,0.11,0.08,1.07,22.58,205.92,NO SIGN,1,-45,7.74,434,0
2022-5-7--11-27-54-673,-0.48,1.06,-0.42,0.46,0.52,-1.01,0.05,-0.07,1.05,41.49,-89.5,193966,0,0,0,0,0.11,0.08,1.07,22.58,206.01,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-27-55-103,-0.51,1.05,-0.42,0.31,1.1,-1.07,0.04,-0.05,1.03,41.49,-89.5,193967,0,0,0,0,0.11,0.08,1.07,22.58,205.92,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-27-55-533,-0.48,1.11,-0.47,-0.01,0.15,-1.19,0.03,-0.06,1.04,41.49,-89.5,193957,0,0,0,0,0.11,0.08,1.06,22.59,206.1,NO SIGN,1,-44,7.72,434,0
2022-5-7--11-27-55-963,-0.48,1.1,-0.46,0.37,0.98,-1.44,0.05,-0.06,1.02,41.49,-89.5,193960,0,0,0,0,0.11,0.08,1.07,22.59,206.02,NO SIGN,1,-44,7.72,434,0
2022-5-7--11-27-56-393,-0.52,1.06,-0.45,1.08,1.09,-1.7,0.04,-0.05,1.05,41.49,-89.5,193965,0,0,0,0,0.12,0.08,1.06,22.59,205.84,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-27-56-822,-0.48,1.06,-0.42,-0.11,1.34,-1.54,0.04,-0.05,1.04,41.49,-89.5,193975,0,0,0,0,0.11,0.09,1.06,22.59,205.84,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-27-57-252,-0.48,1.08,-0.44,0.18,0.94,-1.22,0.02,-0.07,1.03,41.49,-89.5,193969,0,0,0,0,0.12,0.08,1.07,22.59,206.19,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-27-57-681,-0.48,1.06,-0.42,0.23,1.33,-1.38,0.02,-0.05,1.05,41.49,-89.5,193955,0,0,0,0,0.11,0.08,1.07,22.6,205.94,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-27-58-111,-0.48,1.05,-0.43,0.4,1.01,-1.02,0.01,-0.09,1.04,41.49,-89.5,193930,0,0,0,0,0.11,0.08,1.07,22.6,206.02,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-58-541,-0.51,1.06,-0.46,0.13,1.25,-1.63,0.03,-0.04,1.03,41.49,-89.5,193894,0,0,0,0,0.11,0.08,1.07,22.6,205.76,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-58-971,-0.48,1.05,-0.42,0.12,1.31,-1.77,0.02,-0.06,1.02,41.49,-89.5,193854,0,0,0,0,0.11,0.09,1.07,22.6,205.94,NO SIGN,1,-46,7.76,434,0
2022-5-7--11-27-59-400,-0.49,1.05,-0.41,0.44,0.87,-2.35,0.03,-0.06,1.02,41.49,-89.5,193840,0,0,0,0,0.11,0.09,1.07,22.61,205.86,NO SIGN,1,-50,7.76,434,0
2022-5-7--11-27-59-830,-0.51,1.06,-0.46,-0.08,1.26,-1.55,0.06,-0.03,1.04,41.49,-89.5,193817,0,0,0,0,0.11,0.08,1.06,22.61,205.68,NO SIGN,1,-47,7.74,434,0
2022-5-7--11-28-00-262,-0.51,1.07,-0.46,0.52,1.11,-1.14,0.03,-0.07,1.03,41.49,-89.5,193807,0,0,0,0,0.11,0.08,1.07,22.61,205.59,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-28-00-690,-0.48,1.05,-0.43,0.47,1.01,-1.14,0.03,-0.06,1.05,41.49,-89.5,193784,0,0,0,0,0.11,0.08,1.07,22.62,205.69,NO SIGN,1,-47,7.76,434,0
2022-5-7--11-28-01-120,-0.48,1.06,-0.43,0.56,1,-2.69,0.06,-0.01,1.03,41.49,-89.5,193758,0,0,0,0,0.11,0.08,1.07,22.62,205.95,NO SIGN,1,-47,7.72,434,0
2022-5-7--11-28-01-549,-0.48,1.11,-0.46,0.51,1.01,-1.4,0.02,-0.04,1.02,41.49,-89.5,193757,0,0,0,0,0.11,0.07,1.06,22.62,205.6,NO SIGN,1,-58,7.74,434,0
2022-5-7--11-28-01-979,-0.48,1.1,-0.45,0.42,1.82,-1.51,0.04,-0.04,1.04,41.49,-89.5,193753,0,0,0,0,0.11,0.08,1.07,22.62,205.78,NO SIGN,1,-63,7.76,434,0
2022-5-7--11-28-02-409,-0.48,1.05,-0.46,0.31,0.99,-0.87,0.04,-0.05,1.03,41.49,-89.5,193764,0,0,0,0,0.1,0.08,1.07,22.62,205.95,NO SIGN,1,-60,7.75,434,0
2022-5-7--11-28-02-852,-0.48,1.05,-0.42,0.22,1.1,-1.59,0.04,-0.05,1.04,41.49,-89.5,193777,0,0,0,0,0.11,0.09,1.07,22.63,205.96,NO SIGN,1,-67,7.75,434,0
2022-5-7--11-28-03-268,-0.48,1.05,-0.44,0.29,0.83,-1.7,0.03,-0.05,1.04,41.49,-89.5,193776,0,0,0,0,0.1,0.09,1.07,22.62,205.95,NO SIGN,1,-66,7.74,434,0
2022-5-7--11-28-03-698,-0.52,1.06,-0.43,0.12,1.2,-1.79,0.04,-0.03,1.03,41.49,-89.5,193794,0,0,0,0,0.13,0.08,1.06,22.63,205.78,NO SIGN,1,-72,7.73,434,0
2022-5-7--11-28-04-128,-0.48,1.06,-0.43,-0.39,1.58,-0.75,0.04,-0.06,1.02,41.49,-89.5,193823,0,0,0,0,0.12,0.08,1.07,22.63,205.87,NO SIGN,1,-72,7.72,434,0
2022-5-7--11-28-04-557,-0.48,1.1,-0.47,0.96,1.29,-1.27,0.03,-0.05,1.04,41.49,-89.5,193842,0,0,0,0,0.09,0.09,1.07,22.63,205.69,NO SIGN,1,-71,7.72,434,0
2022-5-7--11-28-04-987,-0.48,1.05,-0.43,0.11,0.57,-1.61,0.01,-0.03,1.02,41.49,-89.5,193870,0,0,0,0,0.11,0.09,1.07,22.64,205.96,NO SIGN,1,-75,7.74,434,0
2022-5-7--11-28-05-417,-0.48,1.06,-0.42,0.58,1.02,-0.82,0.01,-0.09,1.04,41.49,-89.5,193903,0,0,0,0,0.13,0.07,1.07,22.64,205.88,NO SIGN,1,-83,7.72,434,0
2022-5-7--11-28-05-847,-0.49,1.06,-0.44,0.61,1.28,-1.48,0.03,-0.05,1.03,41.49,-89.5,193965,0,0,0,0,0.1,0.09,1.07,22.64,205.88,NO SIGN,1,-63,7.72,434,0
2022-5-7--11-28-06-276,-0.48,1.05,-0.46,-0.48,1.01,-1.57,0.02,-0.04,1.02,41.49,-89.5,194004,0,0,0,0,0.1,0.08,1.06,22.64,205.96,NO SIGN,1,-63,7.77,434,0
2022-5-7--11-28-06-706,-0.49,1.08,-0.46,0.24,0.9,-0.69,0.05,-0.02,1.03,41.49,-89.5,194032,0,0,0,0,0.12,0.08,1.07,22.65,205.71,NO SIGN,1,-62,7.69,434,0
2022-5-7--11-28-07-136,-0.48,1.09,-0.46,1.01,1.12,-1.64,0.05,-0.04,1.04,41.49,-89.5,194066,0,0,0,0,0.1,0.08,1.06,22.65,205.8,NO SIGN,1,-66,7.74,434,0
2022-5-7--11-28-07-565,-0.52,1.06,-0.46,0.21,0.63,-0.94,0.02,-0.04,1.02,41.49,-89.5,194100,0,0,0,0,0.11,0.08,1.07,22.65,205.62,NO SIGN,1,-75,7.72,434,0
2022-5-7--11-28-07-995,-0.48,1.05,-0.41,0.06,0.84,-1.2,0.06,-0.07,1.04,41.49,-89.5,194105,0,0,0,0,0.11,0.08,1.07,22.65,205.97,NO SIGN,1,-70,7.73,434,0
2022-5-7--11-28-08-425,-0.48,1.11,-0.45,0.38,2.25,-0.94,0,-0.09,1.04,41.49,-89.5,194109,0,0,0,0,0.11,0.1,1.07,22.65,206.06,NO SIGN,1,-65,7.74,434,0
2022-5-7--11-28-08-855,-0.48,1.06,-0.42,0.25,1.37,-1.58,0.03,-0.05,1.03,41.49,-89.5,194119,0,0,0,0,0.1,0.09,1.07,22.66,206.15,NO SIGN,1,-70,7.75,434,0
2022-5-7--11-28-09-285,-0.48,1.06,-0.42,-0.05,0.86,-0.97,0.03,-0.06,1.02,41.49,-89.5,194135,0,0,0,0,0.13,0.08,1.07,22.66,205.8,NO SIGN,1,-68,7.73,434,0
2022-5-7--11-28-09-715,-0.48,1.06,-0.41,0.67,1.14,-1.16,0.03,-0.06,1.04,41.49,-89.5,194125,0,0,0,0,0.11,0.08,1.06,22.66,206.07,NO SIGN,1,-65,7.76,434,0
2022-5-7--11-28-10-144,-0.51,1.06,-0.46,0.68,0.84,-0.87,0.04,-0.06,1.04,41.49,-89.5,194166,0,0,0,0,0.1,0.08,1.07,22.66,205.8,NO SIGN,1,-65,7.75,434,0
2022-5-7--11-28-10-574,-0.48,1.09,-0.46,0.31,0.9,-1.4,0.05,-0.06,1.04,41.49,-89.5,194205,0,0,0,0,0.11,0.07,1.07,22.67,205.9,NO SIGN,1,-65,7.74,434,0
2022-5-7--11-28-11-3,-0.5,1.05,-0.46,0.7,1.05,-1.38,0.05,-0.06,1.04,41.49,-89.5,194215,0,0,0,0,0.12,0.07,1.07,22.67,205.9,NO SIGN,1,-66,7.75,434,0
2022-5-7--11-28-11-433,-0.52,1.07,-0.46,0.6,0.94,-1.52,0.04,-0.05,1.03,41.49,-89.5,194251,0,0,0,0,0.1,0.09,1.07,22.67,205.9,NO SIGN,1,-67,7.72,434,0
2022-5-7--11-28-11-863,-0.48,1.1,-0.46,0.35,0.98,-1.12,0.04,-0.07,1.03,41.49,-89.5,194277,0,0,0,0,0.12,0.08,1.07,22.67,205.63,NO SIGN,1,-66,7.75,434,0
2022-5-7--11-28-12-293,-0.52,1.06,-0.46,0.6,0.98,-0.79,0.03,-0.06,1.05,41.49,-89.5,194308,0,0,0,0,0.11,0.09,1.07,22.68,205.82,NO SIGN,1,-65,7.74,434,0
2022-5-7--11-28-12-723,-0.52,1.06,-0.43,0.43,1.25,-1.72,0.02,-0.04,1.04,41.49,-89.5,194309,0,0,0,0,0.1,0.08,1.07,22.68,205.9,NO SIGN,1,-67,7.72,434,0
2022-5-7--11-28-13-153,-0.48,1.11,-0.46,0.09,0.94,-1.07,0.04,-0.04,1.03,41.49,-89.5,194331,0,0,0,0,0.11,0.08,1.06,22.68,205.82,NO SIGN,1,-69,7.74,434,0
2022-5-7--11-28-13-582,-0.48,1.05,-0.42,0.31,1.06,-1.18,0.04,-0.04,1.03,41.49,-89.5,194362,0,0,0,0,0.1,0.07,1.07,22.68,205.9,NO SIGN,1,-69,7.71,434,0
2022-5-7--11-28-14-12,-0.51,1.07,-0.46,0.11,0.93,-1.23,0.03,-0.04,1.04,41.49,-89.5,194386,0,0,0,0,0.11,0.08,1.07,22.68,205.99,NO SIGN,1,-66,7.73,434,0
2022-5-7--11-28-14-442,-0.48,1.1,-0.46,0.14,0.97,-0.94,0.03,-0.05,1.03,41.49,-89.5,194370,0,0,0,0,0.11,0.08,1.07,22.69,205.91,NO SIGN,1,-67,7.73,434,0
2022-5-7--11-28-14-872,-0.48,1.05,-0.42,0.32,1.02,-1.6,0.03,-0.06,1.04,41.49,-89.5,194383,0,0,0,0,0.11,0.08,1.07,22.69,205.91,NO SIGN,1,-67,6.96,434,0
2022-5-7--11-28-15-301,-0.48,1.05,-0.42,0.39,1.03,-1.55,0.03,-0.05,1.03,41.49,-89.5,194359,0,0,0,0,0.1,0.08,1.07,22.69,206,NO SIGN,1,-70,6.87,434,0
2022-5-7--11-28-15-731,-0.48,1.1,-0.46,-0.09,1.23,-1.97,0.03,-0.07,1.04,41.49,-89.5,194345,0,0,0,0,0.12,0.08,1.06,22.7,206.01,NO SIGN,1,-70,7.75,434,0
2022-5-7--11-28-16-160,-0.48,1.06,-0.41,0.54,1.05,-1.49,0.04,-0.05,1.04,41.49,-89.5,194344,0,0,0,0,0.11,0.08,1.07,22.7,206.01,NO SIGN,1,-68,7.72,434,0
2022-5-7--11-28-16-590,-0.48,1.06,-0.43,0.17,1,-1.15,0.03,-0.04,1.04,41.49,-89.5,194312,0,0,0,0,0.11,0.08,1.07,22.7,206.01,NO SIGN,1,-67,7.76,434,0
2022-5-7--11-28-17-20,-0.48,1.1,-0.46,0.08,1.43,-1.54,0.02,-0.1,1.04,41.49,-89.5,194273,0,0,0,0,0.12,0.07,1.06,22.7,206.09,NO SIGN,1,-67,7.73,434,0
2022-5-7--11-28-17-450,-0.47,1.06,-0.42,0.51,1.44,-1.5,0.03,-0.06,1.03,41.49,-89.5,194250,0,0,0,0,0.11,0.09,1.07,22.7,205.92,NO SIGN,1,-69,7.72,434,0
2022-5-7--11-28-17-879,-0.51,1.06,-0.46,0.42,1.28,-1.66,0.02,-0.03,1.04,41.49,-89.5,194214,0,0,0,0,0.11,0.08,1.07,22.71,205.93,NO SIGN,1,-71,7.72,434,0
2022-5-7--11-28-18-309,-0.48,1.1,-0.47,0.27,1.08,-0.92,0.05,-0.05,1.03,41.49,-89.5,194177,0,0,0,0,0.12,0.09,1.06,22.71,206.19,NO SIGN,1,-69,7.76,434,0
