28.25	882	101.1F	9.1
28.30	881	101.1F	9.1
28.35	879	101.1F	9.1
28.40	878	101.1F	9.1
28.45	877	101.1F	9.1
28.50	877	101.1F	9.1
28.55	877	101.1F	9.1
28.60	873	101.1F	9.1
28.65	874	101.1F	9.1
28.70	870	101.1F	9.1
28.75	872	101.1F	9.1
28.80	872	101.1F	9.1
28.85	871	101.1F	9.1
28.90	867	101.1F	9.1
28.95	866	101.1F	9.1
29.00	864	101.1F	9.1
29.05	865	101.1F	9.1
29.10	860	101.1F	9.1
29.15	861	101.1F	9.1
29.20	862	101.1F	9.1
29.25	860	101.1F	9.1
29.30	859	101.1F	9.1
29.35	856	101.1F	9.1
29.40	857	101.1F	9.1
29.45	857	101.1F	9.1
29.50	855	101.1F	9.1
29.55	854	101.1F	9.1
29.60	852	101.1F	9.1
29.65	852	101.1F	9.1
29.70	850	101.1F	9.1
29.75	851	101.1F	9.1
29.80	848	101.1F	9.1
29.85	847	101.1F	9.1
29.90	846	101.1F	9.1
29.95	845	101.1F	9.1
30.00	845	101.1F	9.1
30.05	846	101.1F	9.1
30.10	842	101.1F	9.1
30.15	841	101.1F	9.1
30.20	840	101.1F	9.1
30.25	837	101.1F	9.1
30.30	837	101.1F	9.1
30.35	836	101.1F	9.1
30.40	834	101.1F	9.1
30.45	834	101.1F	9.1
30.50	832	101.1F	9.1
30.55	832	101.1F	9.1
30.60	834	101.1F	9.1
30.65	833	101.1F	9.1
30.70	833	101.1F	9.1
30.75	831	101.1F	9.1
30.80	831	101.1F	9.1
30.85	827	101.1F	9.1
30.90	827	101.1F	9.1
30.95	825	101.1F	9.1
31.00	822	101.1F	9.1
31.05	819	101.1F	9.1
31.10	823	101.1F	9.1
31.15	821	101.0F	9.1
31.20	821	101.1F	9.1
31.25	821	101.0F	9.1
31.30	819	101.1F	9.1
31.35	817	101.1F	9.1
31.40	818	101.0F	9.1
31.45	818	101.1F	9.1
31.50	818	101.0F	9.1
31.55	817	101.1F	9.1
31.60	818	101.0F	9.1
31.65	817	101.1F	9.1
31.70	818	101.0F	9.1
31.75	815	101.1F	9.1
31.80	812	101.0F	9.1
31.85	811	101.0F	9.1
31.90	812	101.0F	9.1
31.95	812	101.1F	9.1
32.00	811	101.0F	9.1
32.05	811	101.0F	9.1
32.10	810	101.0F	9.1
32.15	809	101.0F	9.1
32.20	807	101.0F	9.1
32.25	807	101.0F	9.1
32.30	810	101.1F	9.1
32.35	809	101.0F	9.1
32.40	807	101.0F	9.1
32.45	806	101.0F	9.1
32.50	805	101.0F	9.1
32.55	803	101.0F	9.1
32.60	805	101.0F	9.1
32.65	807	101.0F	9.1
32.70	804	101.0F	9.1
32.75	802	101.0F	9.1
32.80	800	101.0F	9.1
32.85	798	101.0F	9.1
32.90	797	101.0F	9.1
32.95	795	101.0F	9.1
33.00	795	101.0F	9.1
33.05	796	101.0F	9.1
33.10	797	101.0F	9.1
33.15	798	101.0F	9.1
33.20	796	101.0F	9.1
33.25	795	101.0F	9.1
33.30	793	101.0F	9.1
33.35	788	101.0F	9.1
33.40	786	101.0F	9.1
33.45	787	101.0F	9.1
33.50	786	101.0F	9.1
33.55	784	101.0F	9.1
33.60	785	101.0F	9.1
33.65	784	101.0F	9.1
33.70	784	101.0F	9.1
33.75	784	101.0F	9.1
33.80	784	101.0F	9.1
33.85	782	101.0F	9.1
33.90	782	101.0F	9.1
33.95	778	101.0F	9.1
34.00	779	101.0F	9.1
34.05	777	101.0F	9.1
34.10	777	101.0F	9.1
34.15	776	101.0F	9.1
34.20	775	101.0F	9.1
34.25	775	101.0F	9.1
34.30	775	101.0F	9.1
34.35	776	101.0F	9.1
34.40	772	101.0F	9.1
34.45	770	101.0F	9.1
34.50	769	101.0F	9.1
34.55	768	101.0F	9.1
34.60	769	101.0F	9.1
34.65	766	101.0F	9.1
34.70	766	101.0F	9.1
34.75	764	101.0F	9.1
34.80	762	101.0F	9.1
34.85	761	101.0F	9.1
34.90	762	101.0F	9.1
34.95	761	101.0F	9.1
35.00	759	101.0F	9.1
35.05	760	101.0F	9.1
35.10	759	101.0F	9.1
35.15	758	101.0F	9.1
35.20	757	101.0F	9.1
35.25	757	101.0F	9.1
35.30	757	101.0F	9.1
35.35	760	101.0F	9.1
35.40	760	101.0F	9.1
35.45	755	101.0F	9.1
35.50	755	101.0F	9.1
35.55	752	101.0F	9.1
35.60	752	101.0F	9.1
35.65	752	101.0F	9.1
35.70	753	101.0F	9.1
35.75	753	101.0F	9.1
35.80	755	101.0F	9.1
35.85	753	101.0F	9.1
35.90	751	101.0F	9.1
35.95	749	101.0F	9.1
36.00	747	101.0F	9.1
36.05	747	101.0F	9.1
36.10	746	101.0F	9.1
36.15	747	101.0F	9.1
36.20	747	101.0F	9.1
36.25	746	101.0F	9.1
36.30	746	101.0F	9.1
36.35	745	101.0F	9.1
36.40	745	101.0F	9.1
36.45	743	101.0F	9.1
36.50	744	101.0F	9.1
36.55	741	101.0F	9.1
36.60	739	101.0F	9.1
36.65	738	101.0F	9.1
36.70	737	101.0F	9.1
36.75	735	101.0F	9.1
36.80	734	101.0F	9.1
36.85	733	101.0F	9.1
36.90	733	101.0F	9.1
36.95	732	101.0F	9.1
37.00	733	101.0F	9.1
37.05	731	101.0F	9.1
37.10	730	101.0F	9.1
37.15	728	101.0F	9.1
37.20	730	101.0F	9.1
37.25	736	101.0F	9.1
37.30	731	101.0F	9.1
37.35	730	101.0F	9.1
37.40	728	101.0F	9.1
37.45	727	101.0F	9.1
37.50	725	101.0F	9.1
37.55	724	101.0F	9.1
37.60	723	101.0F	9.1
37.65	721	101.0F	9.1
37.70	720	101.0F	9.1
37.75	718	101.0F	9.1
37.80	721	101.0F	9.1
37.85	719	101.0F	9.1
37.90	719	101.0F	9.1
37.95	717	101.0F	9.1
38.00	715	101.0F	9.1
38.05	717	101.0F	9.1
38.10	712	101.0F	9.1
38.15	714	101.0F	9.1
38.20	718	101.0F	9.1
38.25	715	101.0F	9.1
38.30	715	101.0F	9.1
38.35	714	101.0F	9.1
38.40	711	101.0F	9.1
38.45	710	101.0F	9.1
38.50	708	101.0F	9.1
38.55	708	101.0F	9.1
38.60	711	101.0F	9.1
38.65	710	101.0F	9.1
38.70	711	101.0F	9.1
38.75	711	101.0F	9.1
38.80	710	100.9F	9.1
38.85	707	101.0F	9.1
38.90	706	101.0F	9.1
38.95	703	101.0F	9.1
39.00	702	101.0F	9.1
39.05	705	101.0F	9.1
39.10	702	101.0F	9.1
39.15	701	101.0F	9.1
39.20	697	101.0F	9.1
39.25	699	100.9F	9.1
39.30	698	101.0F	9.1
39.35	699	100.9F	9.1
39.40	698	100.9F	9.1
39.45	697	100.9F	9.1
39.50	694	100.9F	9.1
39.55	692	101.0F	9.1
39.60	692	100.9F	9.1
39.65	690	100.9F	9.1
39.70	692	100.9F	9.1
39.75	694	100.9F	9.1
39.80	696	100.9F	9.1
39.85	695	100.9F	9.1
39.90	694	100.9F	9.1
39.95	692	100.9F	9.1
40.00	690	100.9F	9.1
40.05	686	100.9F	9.1
40.10	684	100.9F	9.1
40.15	686	100.9F	9.1
40.20	683	100.9F	9.1
40.25	683	100.9F	9.1
40.30	683	100.9F	9.1
40.35	682	100.9F	9.1
40.40	683	100.9F	9.1
40.45	681	100.9F	9.1
40.50	681	100.9F	9.1
40.55	682	100.9F	9.1
40.60	682	100.9F	9.1
40.65	681	100.9F	9.1
40.70	679	100.9F	9.1
40.75	675	100.9F	9.1
40.80	675	100.9F	9.1
40.85	675	100.9F	9.1
40.90	675	100.9F	9.1
40.95	674	100.9F	9.1
41.00	673	100.9F	9.1
41.05	670	100.9F	9.1
41.10	667	100.9F	9.1
41.15	669	100.9F	9.1
41.20	664	100.9F	9.1
41.25	666	100.9F	9.1
41.30	665	100.9F	9.1
41.35	663	100.9F	9.1
41.40	663	100.9F	9.1
41.45	663	100.9F	9.1
41.50	665	100.9F	9.1
41.55	666	100.9F	9.1
41.60	664	100.9F	9.1
41.65	664	100.9F	9.1
41.70	663	100.9F	9.1
41.75	662	100.9F	9.1
41.80	660	100.9F	9.1
41.85	659	100.9F	9.1
41.90	654	100.9F	9.1
41.95	654	100.9F	9.1
42.00	653	100.9F	9.1
42.05	653	100.9F	9.1
42.10	651	100.9F	9.1
42.15	651	100.9F	9.1
42.20	653	100.9F	9.1
42.25	652	100.9F	9.1
42.30	653	100.9F	9.1
42.35	649	100.9F	9.1
42.40	646	100.9F	9.1
42.45	646	100.9F	9.1
42.50	647	100.9F	9.1
42.55	648	100.9F	9.1
42.60	644	100.9F	9.1
42.65	644	100.9F	9.1
42.70	644	100.9F	9.1
42.75	642	100.9F	9.1
42.80	645	100.9F	9.1
42.85	647	100.9F	9.1
42.90	639	100.9F	9.1
42.95	635	100.9F	9.1
43.00	637	100.9F	9.1
43.05	638	100.9F	9.1
43.10	636	100.9F	9.1
43.15	635	100.9F	9.1
43.20	634	100.9F	9.1
43.25	637	100.9F	9.1
43.30	636	100.9F	9.1
43.35	635	100.9F	9.1
43.40	634	100.9F	9.1
43.45	632	100.9F	9.1
43.50	633	100.9F	9.1
43.55	632	100.9F	9.1
43.60	627	100.9F	9.1
43.65	625	100.9F	9.1
43.70	626	100.9F	9.1
43.75	626	100.9F	9.1
43.80	622	100.9F	9.1
43.85	622	100.9F	9.1
43.90	621	100.9F	9.1
43.95	625	100.9F	9.1
44.00	624	100.9F	9.1
44.05	622	100.9F	9.1
44.10	617	100.9F	9.1
44.15	616	100.9F	9.1
44.20	615	100.9F	9.1
44.25	613	100.9F	9.1
44.30	613	100.9F	9.1
44.35	611	100.9F	9.1
44.40	612	100.9F	9.1
44.45	612	100.9F	9.1
44.50	610	100.9F	9.1
44.55	611	100.9F	9.1
44.60	611	100.9F	9.1
44.65	607	100.9F	9.1
44.70	606	100.9F	9.1
44.75	606	100.9F	9.1
44.80	603	100.9F	9.1
44.85	600	100.9F	9.1
44.90	601	100.9F	9.1
44.95	603	100.9F	9.1
45.00	602	100.9F	9.1
45.05	597	100.9F	9.1
45.10	597	100.9F	9.1
45.15	595	100.9F	9.1
45.20	595	100.9F	9.1
45.25	591	100.9F	9.1
45.30	596	100.9F	9.1
45.35	596	100.9F	9.1
45.40	594	100.9F	9.1
